title,location,division,url
Cyber Security Architect,"Atlanta, GA",Cox Communications Inc,https://jobs.coxenterprises.com/job/13071176/cyber-security-architect-atlanta-ga/
Vulnerability Management Senior Security Consultant,"Atlanta, GA",Cox Communications Inc,https://jobs.coxenterprises.com/job/13056916/vulnerability-management-senior-security-consultant-atlanta-ga/
Lead Middleware Application Developer,"Atlanta, GA",Cox Communications Inc,https://jobs.coxenterprises.com/job/12236918/lead-middleware-application-developer-remote/
Senior Enterprise Integration Architect IV,"Atlanta, GA",Cox Communications Inc,https://jobs.coxenterprises.com/job/12882449/senior-enterprise-integration-architect-iv-atlanta-ga/
"Senior Data Scientist, Advanced Sales Analytics","Atlanta, GA",Cox Communications Inc,https://jobs.coxenterprises.com/job/12849891/senior-data-scientist-advanced-sales-analytics-atlanta-ga/
Data Analyst II,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13883437/data-analyst-ii-atlanta-ga/
Senior Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14020944/senior-software-engineer-remote/
Lead Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14018895/lead-software-engineer-atlanta-ga/
Site Reliability Engineer II,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14016703/site-reliability-engineer-ii-atlanta-ga/
"Automotive Conflict Resolution Specialist - Arbitrator IIAutomotive Conflict Resolution Specialist - Arbitrator II - $2,500 Sign On Bonus","Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14010516/automotive-conflict-resolution-specialist-arbitrator-iiautomotive-conflict-resolution-specialist-arbitrator-ii-2-500-sign-on-bonus-remote/
Client Insights Analyst,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14005581/client-insights-analyst-atlanta-ga/
Data Syndication Solutions Expert,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14005587/data-syndication-solutions-expert-remote/
Data Syndication Solutions Expert,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14005588/data-syndication-solutions-expert-remote/
Software Test Engineer II,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/14001481/software-test-engineer-ii-atlanta-ga/
Senior Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/12202240/senior-software-engineer-remote/
Software Engineer II,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13998223/software-engineer-ii-atlanta-ga/
Enterprise Client Success Manager,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13991067/enterprise-client-success-manager-remote/
Senior Product Owner,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13974186/senior-product-owner-atlanta-ga/
Inside Sales Trade Desk - Manheim Express,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13969420/inside-sales-trade-desk-manheim-express-atlanta-ga/
Senior Scrum Master,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13967266/senior-scrum-master-atlanta-ga/
Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13931768/software-engineer-atlanta-ga/
Senior UX Designer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13923330/senior-ux-designer-atlanta-ga/
Lead Product Owner,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13907688/lead-product-owner-atlanta-ga/
Senior Business Analyst,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13897039/senior-business-analyst-atlanta-ga/
Senior Release Train Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13884602/senior-release-train-engineer-atlanta-ga/
Senior Product Owner,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13871236/senior-product-owner-atlanta-ga/
Product Owner,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13871237/product-owner-atlanta-ga/
Lead Product Owner,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13871235/lead-product-owner-atlanta-ga/
Lead Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13853187/lead-software-engineer-atlanta-ga/
Senior Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13839603/senior-software-engineer-atlanta-ga/
Senior Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13839602/senior-software-engineer-atlanta-ga/
Software Engineer I,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13592206/software-engineer-i-atlanta-ga/
Senior Digital Auction Specialist,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13804303/senior-digital-auction-specialist-remote/
Lead Product Owner,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13778686/lead-product-owner-atlanta-ga/
Technical Analyst I,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13751747/technical-analyst-i-atlanta-ga/
Senior Technical Analyst,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13741047/senior-technical-analyst-atlanta-ga/
Senior Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13738546/senior-software-engineer-atlanta-ga/
Principal Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13716219/principal-software-engineer-remote/
Technical Product Owner,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13716221/technical-product-owner-atlanta-ga/
Lead Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13695915/lead-software-engineer-atlanta-ga/
Site Reliability Engineer II,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13623616/site-reliability-engineer-ii-atlanta-ga/
Senior Scrum Master,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13579848/senior-scrum-master-atlanta-ga/
Senior Site Reliability Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13577504/senior-site-reliability-engineer-atlanta-ga/
Software Engineer II - JAVA,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13446728/software-engineer-ii-java-atlanta-ga/
Software Test Engineer II - JAVA,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13436736/software-test-engineer-ii-java-atlanta-ga/
Senior Detection Engineering Consultant,"Atlanta, GA",Cox Communications Inc,https://jobs.coxenterprises.com/job/13330287/senior-detection-engineering-consultant-atlanta-ga/
Senior Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/12827621/senior-software-engineer-atlanta-ga/
Senior Security Engineer,"Atlanta, GA",Cox Enterprises,https://jobs.coxenterprises.com/job/13276918/senior-security-engineer-atlanta-ga/
Lead Solution Architect,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/12717164/lead-solution-architect-atlanta-ga/
Senior Software Test Engineer (SDET),"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/12701781/senior-software-test-engineer-sdet-atlanta-ga/
Senior Business Operations Analyst,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13838165/senior-business-operations-analyst-remote/
TESTING PURPOSES ONLY DO NOT APPLY_092021,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13901511/testing-purposes-only-do-not-apply-092021-atlanta-ga/
Lead Software Engineer,"Atlanta, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13522996/lead-software-engineer-atlanta-ga/
Title & Record Specialist I,"College Park, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13998238/title-record-specialist-i-college-park-ga/
Title & Record Specialist II,"College Park, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13998237/title-record-specialist-ii-college-park-ga/
Vehicle Photographer I,"College Park, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13760014/vehicle-photographer-i-college-park-ga/
Vehicle Check-In Clerk I,"College Park, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13817100/vehicle-check-in-clerk-i-college-park-ga/
Inspector Level I,"College Park, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13935793/inspector-level-i-college-park-ga/
Financial Analyst II,"College Park, GA",Cox Automotive,https://jobs.coxenterprises.com/job/13605396/financial-analyst-ii-college-park-ga/
Logistics Concierge II,"Phoenix, AZ",Cox Automotive,https://jobs.coxenterprises.com/job/13639120/logistics-concierge-ii-remote/
Vehicle Condition Inspector,"Charlotte, NC",Cox Automotive,https://jobs.coxenterprises.com/job/13947404/vehicle-condition-inspector-remote/
Vehicle Inspections Rep III - Express,"Lexington, KY",Cox Automotive,https://jobs.coxenterprises.com/job/13336278/vehicle-inspections-rep-iii-express-remote/
Vehicle Condition Inspector,"Charleston, WV",Cox Automotive,https://jobs.coxenterprises.com/job/13871233/vehicle-condition-inspector-remote/
Cloud Support Tech I (Network) - RapidScale,"Raleigh, NC",Cox Communications Inc,https://jobs.coxenterprises.com/job/13379876/cloud-support-tech-i-network-rapidscale-remote/
Cloud Support Tech I (Outlook) - RapidScale,"Raleigh, NC",Cox Communications Inc,https://jobs.coxenterprises.com/job/13369973/cloud-support-tech-i-outlook-rapidscale-remote/
Cloud Support Tech I Infrastructure - RapidScale,"Raleigh, NC",Cox Communications Inc,https://jobs.coxenterprises.com/job/13267556/cloud-support-tech-i-infrastructure-rapidscale-remote/
Professional Services Engineer - RapidScale,"Raleigh, NC",Cox Communications Inc,https://jobs.coxenterprises.com/job/13980188/professional-services-engineer-rapidscale-remote/
Software Architect - RapidScale,"Raleigh, NC",Cox Communications Inc,https://jobs.coxenterprises.com/job/13902595/software-architect-rapidscale-remote/
Sr. Software Engineer - RapidScale,"Raleigh, NC",Cox Communications Inc,https://jobs.coxenterprises.com/job/12947998/sr-software-engineer-rapidscale-remote/
Vehicle Condition Inspector,"Cincinnati, OH",Cox Automotive,https://jobs.coxenterprises.com/job/13849085/vehicle-condition-inspector-remote/
Client Trainer II,"Cincinnati, OH",Cox Automotive,https://jobs.coxenterprises.com/job/13904836/client-trainer-ii-remote/
Client Service Representative II,"Wilmington, OH",Cox Automotive,https://jobs.coxenterprises.com/job/13988736/client-service-representative-ii-remote/
Senior Client Service Representative,"Wilmington, OH",Cox Automotive,https://jobs.coxenterprises.com/job/13626030/senior-client-service-representative-remote/
Senior Client Service Rep,"Wilmington, OH",Cox Automotive,https://jobs.coxenterprises.com/job/13956374/senior-client-service-rep-remote/
Bilingual Inside Sales Business Development Executive,"Carmel, IN",Cox Automotive,https://jobs.coxenterprises.com/job/13852002/bilingual-inside-sales-business-development-executive-remote/
Inside Sales Business Development Executive,"Carmel, IN",Cox Automotive,https://jobs.coxenterprises.com/job/13764018/inside-sales-business-development-executive-remote/
Vehicle Condition Inspector,"Port Charlotte, FL",Cox Automotive,https://jobs.coxenterprises.com/job/13286201/vehicle-condition-inspector-remote/
Vehicle Condition Inspector,"Springfield, IL",Cox Automotive,https://jobs.coxenterprises.com/job/13980186/vehicle-condition-inspector-remote/
Vehicle Condition Inspector,"Chantilly, VA",Cox Automotive,https://jobs.coxenterprises.com/job/13827485/vehicle-condition-inspector-remote/
Vehicle Condition Inspector,"Baltimore, MD",Cox Automotive,https://jobs.coxenterprises.com/job/13881420/vehicle-condition-inspector-remote/
Vehicle Inspections Rep,"Detroit, MI",Cox Automotive,https://jobs.coxenterprises.com/job/13852000/vehicle-inspections-rep-remote/
Vehicle Condition Inspector,"Harrisburg, PA",Cox Automotive,https://jobs.coxenterprises.com/job/13265503/vehicle-condition-inspector-remote/
Senior Software Engineer,"Exton, PA",Cox Automotive,https://jobs.coxenterprises.com/job/13721839/senior-software-engineer-remote/
Senior Digital Media Sales Representative,"Williamsport, PA",Cox Automotive,https://jobs.coxenterprises.com/job/13672225/senior-digital-media-sales-representative-remote/
Technical Client Service Representative,"Mission, KS",Cox Automotive,https://jobs.coxenterprises.com/job/13979198/technical-client-service-representative-remote/
Technical Client Service Representative,"Draper, UT",Cox Automotive,https://jobs.coxenterprises.com/job/13947402/technical-client-service-representative-remote/
Account Management Specialist II,"Mission, KS",Cox Automotive,https://jobs.coxenterprises.com/job/14020945/account-management-specialist-ii-remote/
Implementation Project Lead,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13974185/implementation-project-lead-remote/
Senior Software Engineer,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13814712/senior-software-engineer-remote/
Vehicle Condition Inspector III,"Houston, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13554578/vehicle-condition-inspector-iii-remote/
Lead Solution Architect-Digital Commerce,"Dallas, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13944903/lead-solution-architect-digital-commerce-remote/
Vehicle Inspections Rep,"Dallas, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13717471/vehicle-inspections-rep-remote/
"Client Solutions Specialist II (Dallas, TX)","Dallas, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13702195/client-solutions-specialist-ii-dallas-tx-remote/
Vehicle Inspections Rep,"Dallas, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13301163/vehicle-inspections-rep-remote/
Client Solutions Specialist II,"Queens, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13420926/client-solutions-specialist-ii-remote/
Senior Digital Media Sales Representative,"Middletown, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13349733/senior-digital-media-sales-representative-remote/
Enrollment Rep I,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13891467/enrollment-rep-i-remote/
Senior QA Analyst,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13979205/senior-qa-analyst-remote/
Senior Software Engineer,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13952063/senior-software-engineer-remote/
Senior Software Engineer,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13602778/senior-software-engineer-remote/
Lead Release Train Engineer,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13765255/lead-release-train-engineer-remote/
Senior Release Engineer,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13583878/senior-release-engineer-remote/
Lead Platform Engineer,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13571469/lead-platform-engineer-remote/
Senior Release Train Engineer,"Groton, CT",Cox Automotive,https://jobs.coxenterprises.com/job/13040373/senior-release-train-engineer-remote/
Senior Software Engineer,"North Hills, NY",Cox Automotive,https://jobs.coxenterprises.com/job/12751282/senior-software-engineer-remote/
Vehicle Condition Inspector,"Albany, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13849096/vehicle-condition-inspector-remote/
Performance Test Engineer II,"Austin, TX",Cox Automotive,https://jobs.coxenterprises.com/job/14010534/performance-test-engineer-ii-remote/
Senior Software Test Engineer,"Austin, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13648788/senior-software-test-engineer-remote/
"Client Solutions Specialist II (Austin, TX)","Austin, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13977010/client-solutions-specialist-ii-austin-tx-remote/
Senior Product Mgr,"New York, NY",Cox Automotive,https://jobs.coxenterprises.com/job/13871232/senior-product-mgr-remote/
Technical Client Service Representative I,"Groton, CT",Cox Automotive,https://jobs.coxenterprises.com/job/13891469/technical-client-service-representative-i-remote/
Contract Implementation Specialist II,"Groton, CT",Cox Automotive,https://jobs.coxenterprises.com/job/13868739/contract-implementation-specialist-ii-remote/
Senior Product Owner,"Groton, CT",Cox Automotive,https://jobs.coxenterprises.com/job/13479786/senior-product-owner-remote/
Senior Product Owner,"Groton, CT",Cox Automotive,https://jobs.coxenterprises.com/job/13602780/senior-product-owner-remote/
Senior Product Owner,"Groton, CT",Cox Automotive,https://jobs.coxenterprises.com/job/13579843/senior-product-owner-remote/
"Sales Executive, San Antonio, TX","San Antonio, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13572703/sales-executive-san-antonio-tx-remote/
Client Solutions Specialist II,"Boston, MA",Cox Automotive,https://jobs.coxenterprises.com/job/13765253/client-solutions-specialist-ii-remote/
Compliance Coordinator,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13996060/compliance-coordinator-remote/
Campaign Coordinator,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13996061/campaign-coordinator-remote/
Campaign Specialist,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13883449/campaign-specialist-remote/
Sr Software Engineer,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13960080/sr-software-engineer-remote/
UX Designer II,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13948554/ux-designer-ii-remote/
Enterprise Insights Analyst II,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13947413/enterprise-insights-analyst-ii-remote/
Regional Advocate,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13871249/regional-advocate-remote/
Senior Software Engineer,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/12838222/senior-software-engineer-remote/
Senior Software Engineer,"Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13751749/senior-software-engineer-remote/
"Software Engineer II, Analytics","Burlington, VT",Cox Automotive,https://jobs.coxenterprises.com/job/13478516/software-engineer-ii-analytics-remote/
Senior Recruiter-Manheim,"Aurora, CO",Cox Enterprises,https://jobs.coxenterprises.com/job/13947418/senior-recruiter-manheim-remote/
Vehicle Inspections Rep III,"Denver, CO",Cox Automotive,https://jobs.coxenterprises.com/job/13384068/vehicle-inspections-rep-iii-remote/
"Client Solutions Specialist II (Fort Collins, CO)","Fort Collins, CO",Cox Automotive,https://jobs.coxenterprises.com/job/13808079/client-solutions-specialist-ii-fort-collins-co-remote/
Floorplan Specialist I,"Phoenix, AZ",Cox Automotive,https://jobs.coxenterprises.com/job/14010523/floorplan-specialist-i-remote/
"Client Solutions Specialist II (El Paso, TX)","El Paso, TX",Cox Automotive,https://jobs.coxenterprises.com/job/13172387/client-solutions-specialist-ii-el-paso-tx-remote/
Principal Solution Architect,"Draper, UT",Cox Automotive,https://jobs.coxenterprises.com/job/13873536/principal-solution-architect-remote/
Vehicle Inspections Rep,"Salt Lake City, UT",Cox Automotive,https://jobs.coxenterprises.com/job/13015270/vehicle-inspections-rep-remote/
"Client Solutions Specialist II (Helena, MT)","Helena, MT",Cox Automotive,https://jobs.coxenterprises.com/job/13387197/client-solutions-specialist-ii-helena-mt-remote/
Vehicle Inspections Rep II - Express,"Riverside, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13429981/vehicle-inspections-rep-ii-express-remote/
Field Inspector III - Express,"Oceanside, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13849090/field-inspector-iii-express-remote/
Lead Search Engine Optimization (SEO) Product Manager,"Irvine, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13776375/lead-search-engine-optimization-seo-product-manager-remote/
Field Inspector - Express,"Anaheim, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13808085/field-inspector-express-remote/
Field Inspector III - Express,"Anaheim, CA",Cox Automotive,https://jobs.coxenterprises.com/job/13665800/field-inspector-iii-express-remote/
